"","logFC","AveExpr","t","P.Value","adj.P.Val","B","negLogP","plotNegLogP","Significance","Color"
"137735",0.0884348821931208,3.09663197134,1.64377305892058,0.102129314039792,0.510779877616438,-5.791991764846,0.990849585058254,0.990849585058254,"Not Significant","grey80"
"55350",-0.107159666840904,0.746330430788777,-1.6437509233173,0.102133894164467,0.510779877616438,-5.7920275515842,0.990830108982356,0.990830108982356,"Not Significant","grey80"
"781",0.0572495942743043,3.47580769679337,1.64364437289555,0.102155943046618,0.510779877616438,-5.79219980564865,0.990736362685246,0.990736362685246,"Not Significant","grey80"
"107986360",-0.0686235669483193,0.657922910029444,-1.64364421596685,0.102155975523288,0.510779877616438,-5.79220005933848,0.990736224617547,0.990736224617547,"Not Significant","grey80"
"199699",-0.0848856456532173,2.11698514659052,-1.64335012359072,0.102216853024885,0.510946007158838,-5.79267544580895,0.990477493904804,0.990477493904804,"Not Significant","grey80"
"55909",-0.058236447849379,2.43307703939562,-1.643284623265,0.102230415643004,0.510946007158838,-5.7927813127925,0.990419873470391,0.990419873470391,"Not Significant","grey80"
"9848",-0.0569927059413791,2.22280849761697,-1.6431976336673,0.102248430103386,0.510946007158838,-5.79292190618323,0.990343351317401,0.990343351317401,"Not Significant","grey80"
"10818",0.0526605573537468,2.75705332282563,1.64292701710615,0.102304487717442,0.511127440565135,-5.79335923311988,0.990105314986048,0.990105314986048,"Not Significant","grey80"
"5245",-0.0564543334902184,3.59515133985688,-1.64225488540384,0.102443825062354,0.511639988897806,-5.79444512270132,0.989514214150701,0.989514214150701,"Not Significant","grey80"
"219595",0.0602867156512468,0.21449322388228,1.64213366429023,0.102468971211186,0.511639988897806,-5.7946409206165,0.98940762408964,0.98940762408964,"Not Significant","grey80"
"81792",0.0700347254913129,2.06679563688747,1.64200863517536,0.102494912484455,0.511639988897806,-5.79484285461396,0.989297691044937,0.989297691044937,"Not Significant","grey80"
"83401",0.100471414961873,0.633416820125122,1.64187706072293,0.102522217490105,0.511639988897806,-5.79505534389254,0.989182008873853,0.989182008873853,"Not Significant","grey80"
"1908",-0.0748129438595249,0.227708401152598,-1.64164223172716,0.102570964920806,0.511639988897806,-5.79543454559774,0.988975558905012,0.988975558905012,"Not Significant","grey80"
"105371241",-0.0886388109096117,0.478848978034018,-1.64155946728492,0.102588150171537,0.511639988897806,-5.79556818105539,0.988902801137687,0.988902801137687,"Not Significant","grey80"
"89849",-0.0504108380517415,2.78117948140304,-1.64155280398323,0.10258953384341,0.511639988897806,-5.79557893965991,0.988896943570263,0.988896943570263,"Not Significant","grey80"
"80222",-0.0399117650468141,2.96183413298253,-1.64147945922743,0.102604765282326,0.511639988897806,-5.79569735972407,0.988832468778194,0.988832468778194,"Not Significant","grey80"
"107985357",-0.0507820547294346,0.0842094984748005,-1.64147267506444,0.10260617423502,0.511639988897806,-5.79570831295494,0.988826505154798,0.988826505154798,"Not Significant","grey80"
"28639",-0.0950332522053024,1.13173915646932,-1.64141218920959,0.102618736781944,0.511639988897806,-5.79580596721202,0.988773335734111,0.988773335734111,"Not Significant","grey80"
